timestamp,src_ip,dst_ip,protocol,src_port,dst_port,packets,bytes,duration,attack_type
2023-02-25 00:00:00,248.156.46.135,73.190.131.246,ICMP,18569,21494,544,137874,98.16,Benign
2023-10-25 00:00:00,106.105.21.251,125.47.168.192,TCP,33373,54865,340,411851,56.95,Benign
2023-06-29 00:00:00,138.199.46.137,255.146.155.51,ICMP,46682,12559,135,216987,44.09,DoS
2023-08-10 00:00:00,234.239.30.117,67.125.135.250,ICMP,8117,65262,289,672715,22.01,Benign
2023-09-09 00:00:00,21.252.178.128,163.148.123.73,TCP,2011,42337,280,97806,297.89,Probe
2023-07-07 00:00:00,66.72.243.242,186.152.25.189,TCP,39907,41666,308,614113,13.83,Benign
2023-08-27 00:00:00,18.178.152.163,209.111.217.87,UDP,10936,4130,599,697913,132.78,DoS
2023-07-15 00:00:00,103.106.115.126,68.75.81.233,UDP,25292,63897,414,732039,291.97,Benign
2023-08-06 00:00:00,170.85.9.10,130.17.43.177,TCP,22038,34877,292,421581,155.01,DoS
2023-02-22 00:00:00,222.117.18.102,41.18.16.211,TCP,40023,15205,709,428457,119.36,U2R
2023-01-16 00:00:00,243.50.199.161,89.142.127.17,TCP,18677,25612,502,971859,65.46,Benign
2023-09-29 00:00:00,198.250.192.187,58.197.238.139,ICMP,54089,24003,331,357268,42.03,Probe
2023-02-11 00:00:00,93.234.89.3,226.104.200.79,UDP,20301,19501,45,841970,48.96,Benign
2023-10-19 00:00:00,75.83.62.142,114.145.236.100,ICMP,11362,61513,584,729967,284.05,Probe
2023-12-17 00:00:00,41.123.58.180,189.31.183.95,UDP,56896,63372,742,649158,163.09,Probe
2023-02-20 00:00:00,82.236.154.110,174.152.83.29,UDP,61399,1936,654,109641,198.22,DoS
2023-04-18 00:00:00,46.208.42.81,55.250.237.106,ICMP,49462,11114,568,328677,156.45,Benign
2023-08-07 00:00:00,166.81.149.117,234.222.190.68,ICMP,37074,28431,107,514659,150.01,Benign
2023-10-03 00:00:00,108.205.7.249,204.247.234.171,ICMP,17491,29189,153,191054,250.97,Benign
2023-08-13 00:00:00,11.190.88.60,172.52.204.49,TCP,34510,3910,26,405738,132.27,R2L
2023-09-06 00:00:00,144.113.224.133,15.73.179.27,TCP,16963,64898,160,408848,33.67,Benign
2023-03-03 00:00:00,91.56.187.212,181.47.203.102,ICMP,27531,48978,792,990337,273.15,Benign
2023-12-28 00:00:00,58.133.180.202,90.140.22.4,UDP,52150,35047,608,60558,67.28,R2L
2023-03-02 00:00:00,228.135.73.235,112.74.75.36,TCP,56245,19692,98,288008,268.33,Benign
2023-11-15 00:00:00,193.89.225.5,203.178.212.108,TCP,14894,12072,104,642677,2.22,Benign
2023-06-27 00:00:00,185.15.95.54,55.231.55.39,TCP,49198,59622,850,562216,124.63,Benign
2023-06-21 00:00:00,97.209.81.108,243.49.193.167,UDP,31733,37965,693,463147,101.49,Benign
2023-01-01 00:00:00,74.196.36.225,135.134.166.59,TCP,26193,23315,903,207076,102.11,U2R
2023-05-17 00:00:00,164.147.10.226,181.33.114.140,UDP,58958,50430,910,300071,157.44,R2L
2023-11-22 00:00:00,245.160.66.156,134.80.247.19,UDP,35976,65256,503,964599,106.45,Benign
2023-01-29 00:00:00,67.139.224.217,16.238.133.230,TCP,5186,20469,480,199315,132.86,R2L
2023-02-04 00:00:00,102.246.113.90,69.245.107.42,UDP,5744,78,548,36549,138.98,Benign
2023-12-07 00:00:00,223.29.55.101,22.210.246.149,TCP,63052,45332,392,355333,251.69,Benign
2023-09-09 00:00:00,91.126.32.65,46.85.211.33,ICMP,39517,52450,183,907658,281.79,U2R
2023-12-17 00:00:00,179.255.131.6,220.221.99.149,UDP,14318,54456,656,4495,115.09,Benign
2023-06-21 00:00:00,96.194.240.133,203.154.198.168,ICMP,63403,60339,59,890818,109.05,Benign
2023-11-27 00:00:00,177.177.194.157,133.148.115.47,TCP,33143,28734,825,826295,163.73,Benign
2023-02-16 00:00:00,160.164.197.29,66.46.144.86,UDP,32200,6359,683,47363,153.72,Benign
2023-11-08 00:00:00,254.89.215.88,199.42.52.58,UDP,44702,6864,265,457962,275.11,Benign
2023-07-27 00:00:00,169.134.214.210,163.125.154.163,UDP,55614,34107,658,842266,165.52,Benign
2023-03-05 00:00:00,73.153.38.94,23.61.201.140,TCP,31976,60039,279,628915,230.04,Benign
2023-06-04 00:00:00,138.144.222.230,205.168.96.40,UDP,47043,46079,881,151699,113.91,DoS
2023-12-23 00:00:00,48.163.237.239,11.165.227.15,TCP,55755,33742,712,152121,133.63,DoS
2023-02-17 00:00:00,16.84.178.99,30.75.220.248,TCP,13169,12744,653,841322,128.01,U2R
2023-11-18 00:00:00,110.28.174.215,194.243.41.49,ICMP,16315,9550,958,210506,112.02,DoS
2023-11-06 00:00:00,100.210.13.246,208.95.237.241,UDP,32667,36191,773,297951,272.66,Benign
2023-01-12 00:00:00,105.126.52.29,26.127.212.89,UDP,62670,10429,79,778490,42.32,U2R
2023-11-12 00:00:00,51.103.15.87,183.72.174.63,TCP,8227,42459,44,636427,107.15,Benign
2023-05-04 00:00:00,221.147.227.204,251.232.174.89,UDP,26374,16775,910,245648,44.18,Probe
2023-05-12 00:00:00,20.120.203.38,93.163.168.202,TCP,58432,51947,464,527080,264.85,R2L
2023-12-01 00:00:00,206.56.60.207,18.174.61.155,ICMP,64149,12303,796,434399,23.7,R2L
2023-11-16 00:00:00,206.76.118.230,193.191.227.60,ICMP,36686,15227,213,498394,187.18,U2R
2023-01-14 00:00:00,218.129.231.219,85.15.117.158,UDP,22066,757,365,453855,8.4,Benign
2023-08-27 00:00:00,8.91.137.62,228.253.89.218,ICMP,46828,42787,491,166392,255.28,Benign
2023-12-02 00:00:00,51.149.54.88,136.169.235.125,TCP,53858,43140,340,760176,137.55,Probe
2023-02-04 00:00:00,77.102.247.0,52.253.79.99,UDP,4198,13729,642,429787,164.3,Benign
2023-02-07 00:00:00,88.186.121.173,243.144.232.121,TCP,15422,51242,649,384647,137.52,Benign
2023-01-08 00:00:00,102.47.52.196,116.53.60.30,ICMP,54125,33230,412,667953,180.56,Benign
2023-10-04 00:00:00,244.73.178.44,186.66.118.103,UDP,30381,13151,353,12573,122.38,Benign
2023-07-25 00:00:00,160.235.138.245,250.112.226.114,ICMP,22206,14944,800,122096,90.86,R2L
2023-06-15 00:00:00,3.84.203.207,175.59.55.63,ICMP,35546,20105,432,266060,294.51,R2L
2023-12-31 00:00:00,65.50.91.96,116.178.240.62,ICMP,57118,16027,728,828986,128.69,Benign
2023-05-26 00:00:00,127.102.110.69,86.166.221.198,UDP,43714,58780,524,487060,254.07,Benign
2023-09-17 00:00:00,187.155.157.253,74.186.1.222,TCP,15552,30099,131,73395,167.93,DoS
2023-07-13 00:00:00,240.234.12.188,162.23.114.27,TCP,50214,30900,415,659599,296.64,Benign
2023-06-11 00:00:00,187.218.2.97,158.112.193.177,ICMP,17343,45200,685,213185,86.42,Benign
2023-05-07 00:00:00,89.178.190.198,100.66.138.64,UDP,19995,21500,291,160341,58.76,Probe
2023-04-13 00:00:00,184.44.139.71,162.158.42.133,UDP,39528,52719,491,298430,231.65,Benign
2023-04-09 00:00:00,152.84.238.27,112.198.215.77,ICMP,54852,11514,967,524762,69.47,Benign
2023-11-16 00:00:00,1.157.62.63,211.40.100.220,TCP,51881,41311,130,885679,127.71,Benign
2023-02-01 00:00:00,64.163.236.87,110.146.230.229,UDP,12654,17835,39,414652,7.21,Benign
2023-06-20 00:00:00,76.236.46.15,102.14.24.102,TCP,3587,52111,104,63929,60.97,Benign
2023-03-27 00:00:00,214.39.119.80,88.52.55.122,UDP,57579,28181,170,51632,208.62,Benign
2023-05-11 00:00:00,16.167.149.99,214.120.210.224,TCP,11982,24588,515,918938,89.74,Benign
2023-02-21 00:00:00,21.99.12.239,11.183.221.170,UDP,63511,53666,699,273719,92.55,Benign
2023-01-24 00:00:00,29.103.65.156,50.176.87.183,ICMP,31325,43078,547,784432,117.4,Benign
2023-09-04 00:00:00,126.202.46.89,55.42.249.220,UDP,55533,37705,849,375025,48.71,Probe
2023-02-03 00:00:00,87.19.170.103,84.159.213.187,UDP,24542,41051,187,949153,244.49,Benign
2023-10-27 00:00:00,158.61.200.38,85.158.172.25,UDP,65366,8519,94,404868,14.82,Benign
2023-01-04 00:00:00,223.102.200.231,233.140.41.95,UDP,22542,44519,107,248406,196.3,Benign
2023-12-16 00:00:00,173.66.204.13,47.92.253.225,TCP,28893,12628,653,392203,206.24,DoS
2023-01-04 00:00:00,215.0.163.115,31.53.231.48,UDP,35122,46483,165,37520,248.57,Benign
2023-04-13 00:00:00,215.86.31.174,245.165.130.224,TCP,51381,44745,736,359937,25.69,Benign
2023-04-27 00:00:00,210.66.140.251,176.204.159.9,UDP,44485,50855,728,428793,237.77,Benign
2023-07-08 00:00:00,213.248.81.4,177.174.154.54,UDP,63745,13512,290,292235,215.54,Benign
2023-06-12 00:00:00,253.190.27.48,54.100.253.201,TCP,16262,48636,396,3755,21.81,U2R
2023-02-06 00:00:00,175.231.105.149,182.174.234.147,UDP,53055,64943,765,454208,167.72,Benign
2023-01-01 00:00:00,218.39.213.88,227.8.121.31,ICMP,55413,29980,398,687231,110.56,DoS
2023-01-27 00:00:00,41.247.219.200,146.235.134.129,TCP,58479,48839,718,145232,183.36,Benign
2023-10-17 00:00:00,203.149.41.163,70.43.93.7,UDP,18725,31182,129,991670,51.03,Benign
2023-09-21 00:00:00,242.64.71.241,249.70.12.64,ICMP,30776,58430,472,265723,256.13,U2R
2023-04-13 00:00:00,193.126.123.233,30.127.17.116,TCP,20468,43956,631,773383,9.97,Benign
2023-12-05 00:00:00,221.160.72.160,245.4.100.57,ICMP,24112,50483,306,109292,265.27,Benign
2023-06-05 00:00:00,22.182.202.187,117.84.85.120,UDP,19542,19102,414,263484,136.81,R2L
2023-05-13 00:00:00,162.82.123.156,129.176.98.21,TCP,65255,45774,53,587667,125.5,Benign
2023-01-04 00:00:00,22.151.157.77,146.184.185.57,TCP,58223,23839,675,692838,83.6,Benign
2023-01-07 00:00:00,9.26.85.102,113.119.184.85,UDP,458,30079,191,192962,12.92,Benign
2023-10-16 00:00:00,81.80.179.172,140.135.6.19,ICMP,39460,35427,638,931069,295.78,Benign
2023-09-16 00:00:00,44.198.215.91,115.116.83.180,UDP,44297,12074,955,556276,127.15,Benign
2023-02-13 00:00:00,1.119.89.214,125.71.36.66,UDP,43293,40793,883,996675,279.07,Benign
2023-09-21 00:00:00,248.248.232.202,231.232.177.25,UDP,23623,30080,467,736726,284.91,U2R
2023-12-05 00:00:00,31.195.81.41,226.244.116.177,UDP,23924,25702,735,145577,29.37,Benign
2023-09-04 00:00:00,95.101.248.83,229.61.167.115,ICMP,45609,10459,508,683224,148.98,Benign
2023-05-02 00:00:00,121.202.83.104,38.12.19.255,TCP,28938,54450,989,553299,222.5,Benign
2023-09-09 00:00:00,40.255.155.130,113.248.142.76,TCP,23483,40069,413,939199,283.71,Benign
2023-05-15 00:00:00,101.188.29.43,250.129.211.87,UDP,48429,15780,979,667162,39.84,Benign
2023-08-04 00:00:00,217.208.166.141,35.168.1.138,ICMP,60347,42414,511,552963,220.28,Probe
2023-09-24 00:00:00,76.29.179.103,178.218.6.243,ICMP,47776,57209,517,59156,232.63,Benign
2023-07-07 00:00:00,59.50.93.220,200.43.12.222,TCP,25462,11515,314,560685,228.38,U2R
2023-01-16 00:00:00,19.207.154.252,242.197.58.38,UDP,57790,50094,559,23397,213.27,Benign
2023-03-30 00:00:00,33.72.226.40,106.158.32.81,ICMP,65421,6268,716,411686,292.31,DoS
2023-02-06 00:00:00,230.224.36.140,102.82.183.121,UDP,37421,65036,605,144890,224.46,Benign
2023-06-05 00:00:00,153.170.89.150,31.210.115.52,UDP,7221,3116,935,568558,271.13,Benign
2023-10-12 00:00:00,36.216.130.13,93.112.254.79,TCP,15619,56355,542,238285,160.1,Benign
2023-09-17 00:00:00,45.117.111.59,121.224.6.196,UDP,24234,25726,511,888982,213.68,Benign
2023-06-30 00:00:00,26.183.213.74,42.89.66.4,UDP,53446,45415,707,632953,52.9,Benign
2023-05-28 00:00:00,105.79.76.18,207.69.59.151,ICMP,5438,38603,295,808229,253.09,Benign
2023-08-18 00:00:00,65.61.161.185,235.2.39.14,UDP,1420,34490,414,85886,277.47,Benign
2023-05-20 00:00:00,160.43.110.83,96.47.12.247,ICMP,33204,33057,482,716818,286.29,Benign
2023-08-14 00:00:00,1.150.194.199,30.217.227.201,ICMP,18132,417,5,329997,55.08,Benign
2023-05-31 00:00:00,32.82.155.187,47.64.57.241,ICMP,48058,24000,507,435633,18.81,Benign
2023-04-01 00:00:00,158.82.131.163,181.185.237.188,TCP,65115,40135,832,462834,280.8,DoS
2023-09-17 00:00:00,149.78.86.98,120.251.147.131,UDP,18832,17996,434,849703,170.53,R2L
2023-09-07 00:00:00,168.69.228.172,197.230.149.96,UDP,58837,42439,940,756200,187.46,DoS
2023-02-06 00:00:00,7.112.151.103,117.119.158.142,TCP,5738,64288,252,250556,52.44,Benign
2023-12-26 00:00:00,95.55.20.33,253.58.101.65,UDP,1402,42087,939,728627,87.97,Benign
2023-03-14 00:00:00,100.26.82.12,50.188.190.214,ICMP,42809,58410,622,77666,174.45,Benign
2023-09-07 00:00:00,165.154.24.45,228.152.112.50,ICMP,59863,15893,813,873536,280.17,Benign
2023-08-26 00:00:00,110.26.33.210,208.162.227.83,ICMP,2853,57349,863,794209,179.95,Benign
2023-10-26 00:00:00,28.243.54.216,49.39.106.133,ICMP,2563,2789,268,612439,266.92,Benign
2023-06-27 00:00:00,155.167.121.94,230.12.180.95,ICMP,30801,1924,551,355431,5.99,Benign
2023-01-17 00:00:00,177.13.181.173,183.176.158.83,UDP,10333,11103,820,6475,262.45,Probe
2023-05-07 00:00:00,204.254.27.128,189.2.219.226,ICMP,39784,37363,391,288830,38.84,Benign
2023-07-11 00:00:00,112.147.23.174,141.206.226.133,ICMP,377,37157,134,143033,128.07,U2R
2023-10-30 00:00:00,32.172.203.182,86.125.103.232,TCP,21040,42222,88,469216,272.47,DoS
2023-03-08 00:00:00,245.138.119.42,179.244.68.63,UDP,5235,50421,257,878850,27.35,Benign
2023-09-11 00:00:00,155.70.225.175,237.80.101.38,UDP,5107,57831,30,386216,212.13,Benign
2023-08-20 00:00:00,24.180.195.20,185.97.116.43,UDP,56273,56217,547,584482,261.44,R2L
2023-06-13 00:00:00,253.191.127.231,65.5.33.145,TCP,13397,60938,222,754842,125.85,Benign
2023-08-15 00:00:00,197.215.36.164,9.227.21.131,ICMP,36337,40389,744,622214,3.27,DoS
2023-07-06 00:00:00,103.166.135.43,240.58.95.75,UDP,32520,7399,661,853049,11.54,R2L
2023-06-14 00:00:00,22.11.44.205,244.148.173.165,UDP,21474,55575,712,933718,126.76,Benign
2023-07-06 00:00:00,242.117.109.174,35.189.250.97,UDP,36190,30920,609,215906,84.55,U2R
2023-01-24 00:00:00,239.160.150.240,201.99.142.83,ICMP,13699,29036,209,883535,246.82,DoS
2023-06-24 00:00:00,230.64.220.55,123.115.249.231,UDP,5642,58519,887,477308,272.33,Benign
2023-09-07 00:00:00,179.81.167.143,64.3.164.166,TCP,22404,59750,726,606142,37.72,Benign
2023-11-22 00:00:00,98.230.36.212,170.201.245.78,UDP,17726,56089,73,856749,95.78,Benign
2023-03-27 00:00:00,222.5.213.229,47.93.65.193,UDP,40568,788,343,929635,274.23,Benign
2023-12-20 00:00:00,18.62.77.64,63.227.99.153,ICMP,18528,25940,814,257412,142.54,Benign
2023-10-04 00:00:00,234.108.44.55,249.63.226.107,UDP,25751,9289,796,603276,123.96,Benign
2023-05-01 00:00:00,27.246.54.220,147.239.247.21,TCP,37793,37401,445,176301,197.89,Benign
2023-10-28 00:00:00,211.8.55.63,60.17.118.110,TCP,3702,8662,861,813732,269.19,Benign
2023-09-02 00:00:00,64.25.150.177,8.90.42.144,UDP,19288,21073,227,95743,16.97,Benign
2024-01-01 00:00:00,115.5.150.199,44.233.83.211,UDP,40851,53719,565,131322,190.22,Benign
2024-01-01 00:00:00,94.29.140.80,180.226.25.154,UDP,4145,58771,912,152977,57.48,Benign
2023-04-25 00:00:00,131.86.96.179,127.87.65.235,ICMP,43636,48055,416,739532,216.23,DoS
2023-04-11 00:00:00,142.122.138.216,218.8.212.255,UDP,48774,28442,984,454550,148.81,Benign
2023-05-29 00:00:00,99.82.199.216,104.160.103.47,TCP,28789,43435,210,411782,17.08,Benign
2023-06-13 00:00:00,154.122.78.157,239.150.186.61,UDP,23018,24645,572,27869,172.12,Benign
2023-01-21 00:00:00,32.122.69.40,58.220.182.87,TCP,18096,32286,276,839240,71.67,U2R
2023-12-15 00:00:00,150.73.45.49,17.154.136.21,UDP,29624,3903,221,156063,210.63,U2R
2023-03-10 00:00:00,249.80.128.236,135.212.59.221,ICMP,50602,52267,515,490983,253.13,Benign
2023-04-14 00:00:00,93.54.13.210,109.57.17.21,ICMP,43722,12832,525,405357,248.07,Benign
2023-01-14 00:00:00,45.130.66.201,188.2.63.208,UDP,44954,57791,99,878308,240.73,Benign
2023-08-22 00:00:00,15.92.156.103,181.67.5.85,TCP,50253,16646,752,61842,19.39,Benign
2023-12-08 00:00:00,217.19.16.220,175.112.190.203,UDP,63994,8662,539,434852,76.9,Benign
2023-12-28 00:00:00,154.39.10.24,103.164.100.214,UDP,56182,18271,771,294341,147.38,Benign
2023-10-09 00:00:00,149.206.218.80,89.84.73.44,ICMP,2182,54589,218,36775,261.7,R2L
2023-02-09 00:00:00,15.52.13.204,30.181.106.47,TCP,19127,3140,518,899428,272.77,Benign
2023-11-11 00:00:00,108.82.82.90,25.230.220.223,UDP,47796,36296,31,824669,136.96,DoS
2023-06-29 00:00:00,89.164.106.94,233.181.84.194,TCP,55935,22364,286,807144,41.01,Benign
2023-03-19 00:00:00,126.166.219.251,51.118.126.146,ICMP,54819,5853,764,40953,60.3,Benign
2023-12-05 00:00:00,9.90.145.73,117.77.77.88,UDP,1569,14526,801,789613,291.52,Benign
2023-10-30 00:00:00,158.81.135.62,114.183.207.34,ICMP,59479,17047,514,421671,117.15,Benign
2023-02-14 00:00:00,142.237.54.83,149.187.10.136,ICMP,41107,21212,432,992469,47.65,Benign
2023-05-03 00:00:00,18.69.106.181,49.194.188.39,ICMP,46410,56515,79,515879,195.24,Benign
2023-11-20 00:00:00,185.90.183.31,146.10.180.3,ICMP,488,46235,156,716381,291.89,Benign
2023-07-31 00:00:00,188.151.4.174,144.156.96.97,UDP,15368,27446,699,415912,228.03,Benign
2023-05-27 00:00:00,106.156.92.66,113.3.84.142,UDP,65073,2846,140,562053,177.64,U2R
2023-02-10 00:00:00,195.244.134.73,160.15.21.197,UDP,45425,40223,412,414897,133.15,Probe
2023-07-04 00:00:00,13.226.98.255,176.182.11.189,UDP,26922,8586,30,862434,171.21,Benign
2023-05-16 00:00:00,49.135.222.215,245.234.176.6,UDP,30946,48540,320,405731,99.85,DoS
2023-10-20 00:00:00,249.44.95.187,184.235.111.150,ICMP,53642,55137,120,225295,287.56,Benign
2023-10-28 00:00:00,24.20.245.229,43.96.7.115,ICMP,59015,36735,873,434561,1.87,Benign
2023-12-24 00:00:00,198.170.159.135,104.33.94.190,TCP,8,214,608,727030,154.63,Benign
2023-07-09 00:00:00,32.46.223.75,20.204.187.194,UDP,21467,47192,305,917498,177.95,Benign
2023-12-20 00:00:00,173.138.84.249,57.156.238.117,ICMP,33083,56759,68,33989,220.53,Benign
2023-08-05 00:00:00,41.97.160.170,238.137.38.115,UDP,48262,59868,561,31479,25.88,Probe
2023-05-02 00:00:00,243.24.178.30,32.199.76.118,TCP,3740,5021,287,770984,200.09,Benign
2023-05-15 00:00:00,230.212.11.146,2.163.124.50,UDP,63878,37460,701,776680,83.33,Benign
2023-10-26 00:00:00,247.216.239.210,29.140.122.88,TCP,64470,35431,680,613820,78.42,Benign
2023-01-13 00:00:00,178.75.143.134,53.64.249.229,ICMP,60103,59798,298,910025,210.65,Benign
2023-06-25 00:00:00,135.201.167.218,25.137.235.199,UDP,19463,41442,441,403380,182.49,Benign
2023-03-16 00:00:00,76.13.108.188,97.207.127.154,UDP,54524,13238,592,693993,85.87,Benign
2023-03-19 00:00:00,212.18.133.165,34.72.197.218,TCP,21675,43425,798,207434,75.64,Probe
2023-11-24 00:00:00,131.74.73.198,128.164.5.223,UDP,21114,51054,665,104275,150.77,R2L
2023-12-07 00:00:00,215.253.57.203,70.89.3.111,ICMP,4036,41040,583,315265,291.06,Benign
2023-10-08 00:00:00,213.15.254.156,50.118.254.68,UDP,3288,53811,925,593360,185.99,Benign
2023-02-20 00:00:00,84.220.202.225,173.176.213.102,TCP,35916,12049,954,878382,175.11,R2L
2023-04-20 00:00:00,117.106.135.125,216.173.87.248,UDP,50891,4597,532,522871,144.97,Benign
2023-06-06 00:00:00,39.218.121.172,179.23.136.73,ICMP,24651,33212,950,599304,231.09,R2L
2023-10-01 00:00:00,168.52.162.168,156.89.197.244,ICMP,57561,35075,757,840690,147.7,Benign
2023-01-31 00:00:00,75.75.163.243,210.251.55.26,ICMP,29802,2791,307,465219,247.43,U2R
2023-12-29 00:00:00,161.235.144.182,45.167.175.99,UDP,51388,44020,380,734063,247.71,U2R
2023-03-16 00:00:00,143.215.171.77,117.82.217.178,TCP,48965,64141,256,826435,115.69,Benign
2023-12-19 00:00:00,113.71.115.128,118.195.245.14,UDP,29573,24501,939,778004,150.6,Benign
2023-09-20 00:00:00,153.199.74.131,113.46.141.162,ICMP,17247,34151,581,442889,280.05,Probe
2023-04-02 00:00:00,53.252.253.145,104.201.125.79,UDP,16368,18845,944,485199,194.64,Benign
2023-05-14 00:00:00,38.210.62.115,2.129.78.204,TCP,36761,4566,749,708349,297.29,Benign
2023-05-08 00:00:00,10.243.107.211,67.143.1.162,TCP,38624,55964,342,263556,172.6,Benign
2023-07-28 00:00:00,59.91.93.53,166.205.199.248,UDP,55166,65166,299,535927,135.54,Benign
2023-10-23 00:00:00,204.176.151.151,117.214.42.133,UDP,26481,60739,485,51034,57.79,Benign
2023-05-31 00:00:00,180.237.173.234,229.67.254.68,ICMP,32110,3141,953,661221,126.97,U2R
2023-12-18 00:00:00,170.159.234.190,65.165.70.196,ICMP,10509,20061,624,143146,242.46,R2L
2023-01-14 00:00:00,64.76.137.164,138.123.165.12,TCP,12008,33126,607,204521,173.2,Probe
2023-03-23 00:00:00,188.15.139.167,40.138.95.34,TCP,7313,11259,322,556727,152.18,Benign
2023-03-10 00:00:00,134.102.118.20,186.82.114.250,UDP,44043,64697,941,667729,4.76,U2R
2023-06-06 00:00:00,238.154.17.46,166.41.23.16,TCP,33727,51942,698,354331,140.32,Benign
2023-04-18 00:00:00,114.94.6.105,138.6.181.134,TCP,13180,43040,625,661553,250.66,U2R
2023-04-20 00:00:00,230.237.238.231,1.135.70.111,UDP,30626,3474,432,94100,142.8,Benign
2023-08-29 00:00:00,120.103.45.116,111.150.184.1,UDP,7242,31760,710,94132,37.37,DoS
2023-09-19 00:00:00,176.152.117.91,150.217.237.203,TCP,11535,23771,58,692414,40.0,Benign
2023-04-22 00:00:00,245.198.38.131,29.38.89.210,TCP,23111,5014,697,209363,75.92,DoS
2023-03-27 00:00:00,138.209.173.213,122.83.64.116,ICMP,51604,39058,466,774826,218.51,Benign
2023-05-14 00:00:00,175.146.219.19,135.146.25.120,TCP,61474,14532,752,986736,27.44,U2R
2023-03-02 00:00:00,227.153.174.166,7.170.28.250,ICMP,39815,24836,543,10768,145.8,Benign
2023-02-14 00:00:00,180.115.38.35,133.238.221.129,TCP,12811,24598,805,84886,25.0,Benign
2024-01-01 00:00:00,112.232.109.17,33.114.76.7,UDP,9438,33900,254,40463,172.41,Benign
2023-04-10 00:00:00,95.72.120.249,91.32.202.135,UDP,27523,10202,999,861974,227.26,Benign
2023-01-02 00:00:00,38.187.146.255,169.68.229.51,ICMP,62198,1488,60,928222,284.52,Benign
2023-09-18 00:00:00,40.15.194.167,12.11.86.222,TCP,57528,12876,233,4639,23.72,DoS
2023-02-23 00:00:00,255.102.76.75,215.244.208.91,TCP,3247,56053,286,364831,192.13,Benign
2023-12-30 00:00:00,72.85.112.44,46.139.205.255,ICMP,40853,64551,169,603199,282.28,Benign
2023-04-13 00:00:00,121.103.120.157,52.72.160.235,UDP,43350,22409,31,254226,246.07,Benign
2023-09-15 00:00:00,16.132.47.148,90.170.201.213,TCP,37864,28584,127,243971,234.58,Benign
2023-02-16 00:00:00,64.26.121.190,139.94.245.194,UDP,5657,62790,273,185977,114.8,Benign
2023-02-24 00:00:00,255.62.190.22,134.46.125.23,TCP,35916,49603,940,183407,17.25,DoS
2023-10-26 00:00:00,76.120.44.155,174.245.157.148,UDP,3150,2832,797,497317,246.06,Benign
2023-05-20 00:00:00,246.18.237.134,66.94.177.151,ICMP,27114,22299,475,663314,174.58,Benign
2023-10-31 00:00:00,63.47.98.112,205.85.198.241,UDP,14550,42692,765,676645,264.88,R2L
2023-06-24 00:00:00,123.71.139.211,242.104.245.218,TCP,2547,46121,363,348835,202.3,Benign
2023-11-25 00:00:00,205.86.74.132,104.213.233.233,TCP,11511,52009,440,196763,247.3,DoS
2023-12-30 00:00:00,40.119.189.109,130.23.248.237,TCP,19230,17928,959,573159,202.57,DoS
2023-02-25 00:00:00,89.169.77.230,110.107.120.240,ICMP,18145,5969,959,584654,174.51,Benign
2023-01-05 00:00:00,26.166.54.219,79.144.29.194,UDP,13089,39663,172,117749,74.44,R2L
2023-02-02 00:00:00,128.168.144.93,206.55.38.170,UDP,29698,50951,482,937233,241.87,Benign
2023-10-11 00:00:00,171.178.147.129,210.233.233.131,UDP,30288,2618,638,231081,209.85,Benign
2023-11-10 00:00:00,18.63.157.24,169.103.76.238,ICMP,7245,24806,430,712002,93.1,Benign
2023-10-11 00:00:00,42.43.63.218,255.50.108.203,TCP,51883,51893,901,633987,237.75,Benign
2023-10-12 00:00:00,234.203.188.214,234.180.60.165,TCP,41313,14615,335,308860,171.07,DoS
2023-06-05 00:00:00,150.95.27.44,177.247.172.98,TCP,63954,27889,840,722885,227.22,U2R
2023-04-05 00:00:00,133.31.28.43,156.166.146.116,ICMP,36498,14133,653,648221,203.56,Benign
2023-05-22 00:00:00,71.224.155.55,195.222.156.204,TCP,51575,36041,828,235110,160.23,Benign
2023-07-29 00:00:00,237.27.117.156,116.206.40.84,TCP,17559,49090,43,418175,115.51,Benign
2023-04-01 00:00:00,165.10.242.193,41.52.86.199,TCP,32859,3060,187,57544,170.49,Benign
2023-02-21 00:00:00,173.240.177.203,157.125.254.137,ICMP,17961,8485,586,462165,120.19,Benign
2023-11-27 00:00:00,178.195.9.93,12.210.52.226,TCP,15683,32125,235,542946,120.25,Benign
2023-10-02 00:00:00,147.141.21.79,179.125.103.97,ICMP,5429,46297,627,68467,82.2,R2L
2023-04-21 00:00:00,93.141.157.49,221.118.94.220,UDP,32997,34878,502,694142,239.39,Benign
2023-08-19 00:00:00,222.8.181.191,165.244.98.167,UDP,9397,62667,451,630177,196.3,DoS
2023-06-08 00:00:00,26.15.196.221,87.241.63.148,TCP,41756,60207,767,708848,287.08,Benign
2023-03-02 00:00:00,55.226.80.143,80.29.206.215,ICMP,36747,44048,406,538018,8.07,Benign
2023-04-14 00:00:00,189.10.184.249,29.81.237.75,UDP,22426,26776,415,339275,156.12,Benign
2023-10-11 00:00:00,174.185.66.40,183.172.17.161,ICMP,21321,11151,36,78545,179.44,Benign
2023-08-10 00:00:00,238.224.232.13,215.7.159.215,UDP,43965,21134,46,523136,194.31,U2R
2023-09-09 00:00:00,254.148.250.230,44.146.20.94,UDP,41226,28813,614,217521,11.01,Benign
2023-04-12 00:00:00,255.148.233.192,21.100.163.128,ICMP,35966,41871,253,26040,259.94,Benign
